Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
5/9/2007	1343	0				0	3			1		0.00					
11/26/2007	1343	0				0	0					0.00					
1/7/2010	1343	0			3	20						0.00					
1/28/2010	1343	0			3	20						0.00					
6/24/2010	1343	0			3	20						0.00					
12/23/2010	1343	0			2	20						0.00					
5/2/2011	1343	0			3	25	5					0.00					
6/7/2011	1343	0			3	25	1			1		0.00					
7/5/2011	1343	0			3	25	0					0.00					
9/14/2011	1343	0			3	25	2					0.00					
10/25/2011	1343	0			3	25	3					0.00					
11/16/2011	1343	0			3	25	1					0.00	Rent	Epworth UMC			
12/14/2011	1343	0			3	25	1					0.00					
1/25/2012	1343	0			3	25	2					0.00					
2/21/2012	1343	0			3	25	5					0.00					
5/9/2012	1343	0			3	25	2					0.00					
6/21/2012	1343	0			3	25	2					0.00					
7/12/2012	1343	0			3	25	1					0.00					
8/22/2012	1343	0			3	25	1					0.00					
9/18/2012	1343	0			3	25	1					0.00					
10/17/2012	1343	0			3	25	3					0.00					
11/21/2012	1343	0			1	15						0.00					
1/14/2013	1343	0			1	15	2					0.00					
2/20/2013	1343	0			3	25	3					0.00					
4/22/2013	1343	0			1	15	2					0.00					
5/20/2013	1343	0			1	15	1					0.00					
6/24/2013	1343	0			1	15	1					0.00					
7/22/2013	1343	0			1	15	0					0.00					
8/26/2013	1343	0			1	15	4					0.00					
11/18/2013	1343	0			1	15						0.00					
2/25/2014	1343	0			1	15	2					0.00					
3/25/2014	1343	0			1	15	1					0.00					
4/29/2014	1343	0			1	15	1					0.00					
6/23/2014	1343	0			1	15	0					0.00					
7/23/2014	1343	0			1	15						0.00					
9/25/2014	1343	0			1	15						0.00					
10/22/2014	1343	0			1	15	1					0.00					
11/24/2014	1343	0			1	15	1					0.00					
1/26/2015	1343	0			1	15						0.00					
3/23/2015	1343	0			1	15	0					0.00					
5/26/2015	1343	0			1	15						0.00					
6/29/2015	1343	0			1	15						0.00					
7/27/2015	1343	0			1	15	0					0.00					
8/25/2015	1343	0			1	15	0					0.00					
9/24/2015	1343	0			1	15						0.00					
10/26/2015	1343	0			1	15	2					0.00					
1/27/2016	1343	0			1	15	2					0.00					
3/28/2016	1343	0			1	15	2					0.00					
4/25/2016	1343	0			1	15	0					0.00					
5/24/2016	1343	0			1	15	0					0.00					
6/29/2016	1343	0			1	15	0					0.00					
8/29/2016	1343	0				0	1					0.00					
3/22/2017	1343	0			1	15	0					0.00					
4/24/2017	1343	0			1	15	0					0.00					
6/26/2017	1343	0			1	15	2					0.00					
7/25/2017	1343	0			1	15	2					0.00					
9/26/2017	1343	0			1	18	1					0.00					
11/28/2017	1343	0			1	18	0					0.00					
1/25/2018	1343	0			1	18	0					0.00					
2/26/2018	1343	0			1	18						0.00					
4/25/2018	1343	0			1	18	0					0.00					
5/25/2018	1343	0			1	18	0					0.00					
6/25/2018	1343	0			1	18	0					0.00					
7/25/2018	1343	0			1	18						0.00					
10/25/2018	1343	0			1	18						0.00					
11/26/2018	1343	0			1	18	1					0.00					
12/19/2018	1343	0			1	18						0.00					
1/25/2019	1343	0			1	18	2					0.00					
3/25/2019	1343	0			1	18	3					0.00					
4/26/2019	1343	0			1	18	1					0.00					
6/26/2019	1343	0			1	18	0					0.00					
7/30/2002	1344	21344					4					0.00					
8/7/2002	1344	21344		Clothing			10										
8/14/2002	1344	21344		Clothing			5					0.00					
9/9/2002	1344	21344					2					0.00					
9/11/2002	1344	21344			1							0.00					
9/12/2002	1344	21344					2					0.00					
10/2/2002	1344	21344					4					0.00					
10/28/2002	1344	21344					3			1		0.00					
11/4/2002	1344	21344					2					0.00					
11/11/2002	1344	21344					1					0.00					
11/17/2016	1345	0			1	15	5					0.00					
3/23/2017	1345	0			1	15	4					0.00					
8/7/2002	1347	21347		"Clothing, Hygiene"			10			1		0.00					
8/15/2002	1348	21348		"Food, clothing"	3		4					0.00					
2/27/2003	1348	21348			5		2					0.00					
8/14/2003	1348	21348		Financial Assistance								100.00					
11/26/2003	1348	21348			3							0.00					
8/6/2002	1349	21349		Food	7												
10/17/2002	1349	21349		"food, clothes"	3		7					0.00					
3/6/2003	1349	21349		"food, clothes"	3		16					0.00					
5/19/2003	1349	21349			3			12				0.00					
6/23/2003	1349	21349		"food, hygiene"	3					2		0.00					
8/14/2003	1349	21349			4		14					0.00					
9/22/2003	1349	21349			5							0.00					
11/18/2003	1349	21349			5		32					0.00					
12/16/2003	1349	21349			5		16					0.00					
2/16/2004	1349	21349		food; hygiene	5					1		0.00					
3/18/2004	1349	21349			5		33					0.00					
4/15/2004	1349	21349			5		105					0.00					
5/18/2004	1349	21349			5					1		0.00					
7/1/2004	1349	21349		"food,hygiene"	5		36			5		0.00					
8/3/2004	1349	21349			5		36					0.00					
9/9/2004	1349	21349			5		30					0.00					
10/21/2004	1349	21349			5		20					0.00					
12/9/2004	1349	21349			5		4					0.00					
1/18/2005	1349	21349			5		14			1		0.00					
3/3/2005	1349	21349			5		44					0.00					
5/5/2005	1349	21349			5		27					0.00					
6/14/2005	1349	21349			5		16			1		0.00					
7/21/2005	1349	21349			5		12					0.00					
9/12/2005	1349	21349			5							0.00					
11/1/2005	1349	21349			5		22			1		0.00					
12/1/2005	1349	21349			5	30	22					0.00					
1/17/2006	1349	21349			5	30	17					0.00					
3/6/2006	1349	21349			5	30				1		0.00					
4/11/2006	1349	21349			5	30	11					0.00					
6/13/2006	1349	21349			5	30	23			1		0.00					
7/20/2006	1349	21349			5	30	19					0.00					
9/19/2006	1349	21349			5	30	18			1		0.00					
11/2/2006	1349	21349			5	30						0.00					
1/11/2007	1349	21349			5	30	15					0.00					
4/5/2007	1349	0				0	20					0.00	Water bill	Good Neighbor Fund			
5/3/2007	1349	0			5	30	21					0.00					
8/14/2002	1350	21350		Clothing			5					0.00					
8/28/2002	1350	21350					9					0.00					
10/28/2002	1350	21350			1							0.00					
6/6/2005	1350	21350			1							0.00					
7/28/2005	1350	21350			1		8					0.00	Water bill	St. Phillip's Episcopal Church			
2/14/2006	1350	21350			1	10	23					0.00					
8/12/2002	1351	21351		School kit					3			0.00					
7/31/2001	1352	21352		Work boots	1												
8/13/2002	1352	21352		Clothing			7					0.00					
8/14/2002	1352	21352		Clothing			6					0.00					
9/26/2014	1352	0			6	50	25					0.00					
10/13/2014	1352	0			7	60	6					0.00					
11/26/2014	1352	0			7	60	7					0.00					
7/29/2015	1352	0			5	45	11					0.00					
8/17/2015	1352	0			7	60	9					0.00	Water bill	St. Phillip's Episcopal			
10/20/2016	1352	0			6	50	3					0.00					
4/24/2017	1352	0			6	50	12					0.00					
5/25/2017	1352	0			6	50	16					0.00					
8/16/2017	1352	0			6	50	22					0.00					
8/20/2002	1355	21355			1							0.00					
8/20/2002	1356	21356			1		6					0.00					
8/13/2002	1357	21357		food	3							0.00					
12/3/2002	1357	21357			1		9					0.00					
2/13/2003	1357	21357			3		4					0.00					
6/16/2003	1357	21357			2							0.00					
11/24/2003	1357	21357			2					1		0.00					
1/13/2004	1357	21357		food; clothes	2		5					0.00					
4/27/2004	1357	21357					5					0.00					
5/27/2004	1357	21357					8			1		0.00					
11/22/2004	1357	21357			2							0.00					
1/6/2005	1357	21357					7					0.00					
7/21/2005	1357	21357			2		8					0.00	Water bill	Mt. Sylvan UMC			
10/5/2005	1357	21357					9					0.00					
2/27/2006	1357	21357			2	15						0.00					
6/20/2006	1357	21357				0	9			1		0.00					
7/6/2006	1357	21357				0	4					0.00					
9/19/2006	1357	21357				0	2					0.00					
10/15/2008	1357	0				0	4					0.00					
10/22/2008	1357	0				0	6					0.00					
12/24/2008	1357	0				0	4			1		0.00					
1/14/2009	1357	0				0	1					0.00					
11/21/2011	1357	0			5	45	5					0.00					
11/8/2012	1357	0			5	45	10					0.00					
11/10/2014	1357	0			1	15	10					0.00					
2/12/2015	1357	0			1	15	10					0.00					
3/2/2015	1357	0			1	15	8					0.00					
7/16/2015	1357	0			1	15	5					0.00					
8/13/2015	1357	0			1	15	6					0.00					
10/13/2015	1357	0			1	15	3					0.00					
1/6/2016	1357	0			1	15	3					0.00					
2/18/2016	1357	0			1	15	7					0.00					
5/25/2016	1357	0			1	15	6					0.00					
6/30/2016	1357	0			1	15	4					0.00					
3/8/2017	1357	0			1	15	8					0.00					
7/10/2017	1357	0			3	25	9					0.00					
8/13/2002	1358	21358		Clothing			6					0.00					
8/15/2002	1359	21359		"Food, clothing"	1		3					0.00					
7/8/2003	1359	21359			1		7					0.00					
7/24/2003	1359	21359					5					0.00					
10/28/2003	1359	21359					1					0.00					
2/26/2009	1359	0			2	15	15					0.00					
8/12/2002	1360	21360		Hygiene				12				0.00					
8/12/2002	1361	21361		Food	1							0.00					
8/12/2002	1362	21362		Food	1							0.00					
12/18/2001	1363	21363		2 coats for children	3												
11/4/2002	1363	21363			2							0.00					
11/18/2002	1363	21363			2							0.00					
12/17/2002	1363	21363			1							0.00					
12/15/2003	1363	21363			2							0.00					
1/5/2004	1363	21363		food	2							0.00					
2/5/2004	1363	21363		food	1							0.00					
2/9/2004	1363	21363		Financial assistance								138.14					
3/15/2004	1363	21363			3							0.00					
8/31/2004	1363	21363			3							0.00					
11/15/2004	1363	21363			3							0.00					
1/24/2005	1363	21363			3							0.00					
3/14/2005	1363	21363			3							0.00					
5/17/2005	1363	21363		Financial assistance								98.22					
6/13/2005	1363	21363			3							0.00					
7/14/2005	1363	21363			3							0.00					
8/8/2005	1363	21363			3							0.00					
9/12/2005	1363	21363			3							0.00					
10/11/2005	1363	21363			3							0.00					
10/27/2005	1363	21363					3					0.00					
11/10/2005	1363	21363			3							0.00					
12/12/2005	1363	21363			3	20						0.00					
1/23/2006	1363	21363			3	20						0.00					
2/20/2006	1363	21363		Financial Assistance	3	20						41.26					
3/27/2006	1363	21363			3	20						0.00					
5/1/2006	1363	21363			3	20						0.00					
6/6/2006	1363	21363			3	20						0.00					
7/5/2006	1363	21363				0	2					0.00					
7/17/2006	1363	21363			3	20						0.00					
7/25/2006	1363	21363				0	2					0.00					
8/14/2006	1363	21363			3	20						0.00					
8/29/2006	1363	21363				0	2					0.00					
9/7/2006	1363	21363			3	20	3					0.00					
10/2/2006	1363	21363			3	20						0.00					
10/5/2006	1363	21363				0	2					0.00					
11/9/2006	1363	21363			1	10						0.00					
12/12/2006	1363	21363			3	20	2					0.00					
1/17/2007	1363	21363			3	20						0.00					
3/8/2007	1363	21363			3	20						0.00					
4/26/2007	1363	0			3	20	3					0.00					
6/4/2007	1363	0		Financial Assistance	3	25						60.88					
8/13/2007	1363	0			3	25						0.00					
10/1/2007	1363	0			3	20						0.00					
1/14/2008	1363	0			3	20						0.00					
2/18/2008	1363	0			3	20						0.00					
5/12/2008	1363	0			3	20						0.00					
6/24/2008	1363	0			3	20	3					0.00					
7/29/2008	1363	0			3	20						0.00					
8/18/2008	1363	0			3	20	5					0.00					
9/8/2008	1363	0			3	20	3			1		0.00					
11/3/2008	1363	0			3	20	4					0.00					
3/9/2009	1363	0				0	4					0.00					
10/1/2009	1363	0			4	25	0					0.00					
10/5/2009	1363	0			2	15	1					0.00					
12/7/2009	1363	0			2	15	4					0.00					
12/28/2009	1363	0				0	4					0.00					
2/8/2010	1363	0			2	15						0.00					
3/11/2010	1363	0			2	15	4					0.00					
8/30/2010	1363	0			2	20	4					0.00					
11/2/2010	1363	0			2	20	2					0.00					
11/30/2010	1363	0			2	20	2					0.00					
2/7/2011	1363	0			2	20	4					0.00					
6/13/2013	1363	0			3	25	5					0.00					
7/15/2013	1363	0			3	25	0					0.00					
10/15/2002	1364	21364		clothes			6					0.00					
12/4/2002	1364	21364					3					0.00					
1/16/2002	1365	21365		"2 pants, 2 shirts, boxers, 2 socks; 2 bus passes"	0												
5/23/2002	1365	21365			1												
7/25/2002	1365	21365					4					0.00					
8/19/2002	1365	21365		Food	1							0.00					
3/17/2003	1365	21365					5					0.00					
3/20/2003	1365	21365		food/clothes	1		3					0.00					
4/8/2003	1365	21365					8					0.00					
5/29/2001	1366	21366			5												
12/30/2001	1366	21366			5												
3/27/2002	1366	21366			5												
5/5/2002	1366	21366			0												
5/28/2002	1366	21366			5												
8/13/2002	1366	21366		"Clothing, food"	5		1					0.00					
12/30/2002	1366	21366			6							0.00					
4/24/2003	1366	21366			6							0.00					
8/26/2003	1366	21366			6							0.00					
9/23/2003	1366	21366			6		0					0.00	TTA Bus tickets	Urban Ministries of Durham			
12/23/2003	1366	21366					5					0.00					
3/23/2004	1366	21366			6							0.00					
8/17/2004	1366	21366			6							0.00					
10/5/2004	1366	21366			4							0.00					
11/18/2004	1366	21366			5							0.00					
1/6/2005	1366	21366			6							0.00	eyeglasses	Epworth UMC			
5/23/2005	1366	21366			5					1		0.00					
10/21/2005	1366	21366			5							0.00					
3/2/2006	1366	21366			5	30		12				0.00					
4/17/2006	1366	21366			4	25						0.00					
10/26/2006	1366	21366			4	25	6			1		0.00					
9/4/2007	1366	0			4	25	3			1		0.00					
4/7/2008	1366	0			4	25						0.00					
6/9/2008	1366	0			4	25	4					0.00					
11/18/2008	1366	0			4	25	4	12				0.00					
8/17/2010	1366	0			6	50	8					0.00					
8/20/2002	1368	21368			1							0.00					
10/1/2002	1368	21368			1		4					0.00					
10/10/2002	1368	21368		clothes			2					0.00					
11/22/2002	1368	21368					1					0.00					
12/11/2002	1368	21368					3					0.00					
5/15/2003	1368	21368					8					0.00					
6/4/2003	1368	21368					3					0.00					
7/8/2003	1368	21368					2					0.00					
7/31/2003	1368	21368			1		0					0.00					
12/18/2003	1368	21368					4					0.00					
1/29/2004	1368	21368		clothes	1							0.00					
6/29/2004	1368	21368		c			3					0.00					
8/3/2004	1368	21368					3					0.00					
9/28/2004	1368	21368					7					0.00					
11/23/2004	1368	21368					0					0.00					
3/17/2005	1368	21368					5					0.00					
4/12/2005	1368	21368					7					0.00					
6/14/2005	1368	21368					5			1		0.00					
7/5/2005	1368	21368					2					0.00					
7/6/2005	1368	21368					1					0.00					
8/9/2005	1368	21368					4					0.00					
9/13/2005	1368	21368					2					0.00					
9/27/2005	1368	21368					2					0.00					
10/4/2005	1368	21368					7					0.00					
4/11/2006	1368	21368				0	2			1		0.00					
6/6/2006	1368	21368				0	3			1		0.00					
6/27/2006	1368	21368				0	4					0.00					
7/13/2006	1368	21368				0	5					0.00	"Bus fare, one way to Winston-Salem"	St. Philip's Episcopal			
7/18/2006	1368	21368				0	3					0.00					
8/22/2006	1368	21368				0	1					0.00					
9/12/2006	1368	21368				0	3			1		0.00					
10/17/2006	1368	21368				0		3				0.00					
11/7/2006	1368	21368				0	3					0.00					
11/21/2006	1368	21368				0						0.00					
1/11/2007	1368	21368				0	1					0.00					
2/8/2007	1368	21368				0	8					0.00					
8/13/2002	1369	21369		Clothing			15					0.00					
8/20/2002	1370	21370					4					0.00					
9/3/2002	1370	21370			1							0.00					
3/6/2018	1370	0			1	1831	5					0.00					
8/19/2002	1371	21371		food	1							0.00					
8/14/2002	1372	21372		Clothing			7					0.00					
10/9/2002	1372	21372		Clothing			3					0.00					
10/16/2002	1372	21372		Clothing			5					0.00					
11/4/2002	1372	21372					4					0.00					
11/11/2002	1372	21372					4					0.00					
11/22/2002	1372	21372					1					30.00					
9/25/2002	1373	21373					4					0.00					
8/20/2002	1374	21374			5		28					0.00					
11/7/2002	1374	21374			4		16			1		0.00					
4/17/2003	1374	21374								1		0.00					
8/19/2003	1374	21374										30.00					
11/17/2005	1374	21374			1		10					0.00					
10/26/2006	1374	21374			1	10	11			1		0.00					
7/19/2007	1374	0			1	10	7					0.00					
3/20/2018	1374	0			1	18	2					0.00					
8/20/2002	1375	21375			1		6					0.00					
7/29/2004	1375	21375					11			1		0.00					
9/15/2005	1375	21375					7					0.00					
9/27/2005	1375	21375					5					0.00					
8/24/2006	1375	21375				0	4					0.00					
3/23/2017	1375	0			1	15	6					0.00					
5/16/2017	1375	0			1	15	4					0.00					
7/13/2017	1375	0			1	15	3					0.00					
9/10/2018	1375	0			1	18	5					0.00					
12/6/2018	1375	0			1	18	3					0.00					
1/17/2019	1375	0			1	18	4					0.00					
7/11/2019	1375	0			1	18	3					0.00					
8/14/2002	1376	21376		Clothing			2					0.00					
11/1/2002	1376	21376										0.00					
11/6/2002	1376	21376					1					0.00					
6/16/2003	1376	21376					5					0.00					
8/21/2002	1379	21379					11					0.00					
12/23/2002	1379	21379			1							0.00					
7/23/2003	1379	21379					6					0.00					
8/19/2002	1380	21380		Clothing			6					0.00					
8/20/2002	1380	21380					4					0.00					
9/18/2002	1380	21380					6					0.00					
9/25/2002	1380	21380					9					0.00					
10/1/2002	1380	21380										19.25					
10/29/2002	1381	21381			1							0.00					
12/14/2005	1381	21381				0	3					0.00					
8/28/2002	1382	21382					21					0.00					
10/16/2002	1382	21382		clothes			3	12				0.00					
10/30/2002	1382	21382						12				0.00					
12/11/2002	1382	21382					2	12		1		0.00					
12/16/2002	1382	21382						12				0.00					
3/20/2003	1382	21382		diapers				24				0.00					
8/15/2002	1383	21383		Food	1							0.00					
7/8/2003	1383	21383			1		2					0.00					
10/28/2003	1383	21383					4					0.00					
7/31/2008	1383	0			2	15						0.00					
2/26/2009	1383	0			2	15	7					0.00					
8/22/2002	1384	21384			2							0.00					
1/14/2003	1384	21384		food	2							0.00					
4/22/2004	1384	21384					0					0.00					
8/22/2002	1385	21385			2							0.00					
10/10/2002	1385	21385		clothes and food	3		7					0.00					
1/14/2003	1385	21385		food	4							0.00					
3/20/2003	1385	21385		food; clothes	4		9					0.00					
6/12/2003	1385	21385			4		11					0.00					
10/9/2003	1385	21385					8					0.00					
1/22/2004	1385	21385		food; clothes	4		5					0.00					
4/22/2004	1385	21385			4		7					0.00					
7/19/2004	1385	21385			4							0.00					
8/22/2002	1386	21386			1							0.00					
1/17/2007	1389	21389				0	8					0.00					
8/22/2002	1391	21391					2					0.00					
6/29/2004	1391	21391					1					0.00					
7/28/2004	1391	21391					3					0.00					
10/6/2004	1391	21391					6					0.00					
2/10/2005	1391	21391					3			1		0.00					
3/17/2005	1391	21391					2					0.00					
4/28/2005	1391	21391					2					0.00					
7/14/2005	1391	21391					3					0.00					
10/6/2005	1391	21391					4					0.00					
4/5/2006	1391	21391				0	3					0.00					
4/27/2006	1391	21391				0	6					0.00					
5/4/2006	1391	21391				0	7					0.00					
5/22/2007	1391	0				0	1					0.00					
7/17/2007	1391	0				0	8			1		0.00					
10/24/2007	1391	0				0	5					0.00					
11/13/2007	1391	0				0	3			1		0.00					
7/1/2008	1391	0				0	5					0.00					
7/31/2008	1391	0				0	3					0.00					
10/10/2002	1392	21392		food	2							0.00					
11/14/2002	1392	21392			1							0.00					
1/14/2003	1392	21392		"food, clothes"	3		5					0.00					
3/20/2003	1392	21392			3		5					0.00					
10/9/2003	1392	21392			3							0.00					
1/22/2004	1392	21392		"clothes, food"	3		4					0.00					
4/22/2004	1392	21392					4					0.00					
8/21/2002	1393	21393						12		1		0.00					
8/22/2002	1394	21394			2							0.00					
9/26/2002	1394	21394			1							0.00					
10/15/2002	1394	21394		"food, clothes"	1		3					0.00					
6/26/2003	1394	21394			1		2					0.00					
11/8/2007	1394	0			1	10	2					0.00					
6/25/2009	1394	0			1	10	1					0.00					
9/9/2009	1394	0				0	2					0.00					
9/16/2009	1394	0				0	4					0.00					
10/14/2009	1394	0				0	1					0.00					
8/22/2002	1395	21395			2							0.00					
8/12/2002	1396	21396		"Clothing, food, school kit"	2		5		2			0.00					
8/22/2002	1397	21397			2							0.00					
9/5/2002	1398	21398			1							0.00					
8/8/2002	1399	21399		Clothing			9					0.00					
8/13/2002	1400	21400		Clothing			4					0.00					
10/22/2002	1400	21400					4					0.00					
2/24/2003	1400	21400			1							0.00					
5/8/2003	1400	21400			1							0.00					
6/11/2003	1400	21400			1		0					0.00					
11/15/2007	1401	0				0	3					0.00					
10/27/2016	1401	0					3					0.00	One way bus fare to return home to Roanoke Rapids	McMannen UMC			
2/6/2019	1401	0			1	18	3					0.00					
8/13/2002	1402	21402		Food	2							0.00					
8/8/2002	1403	21403		"Clothing, food"	1		10					0.00					
8/29/2002	1403	21403			1							0.00					
9/12/2002	1403	21403			1		2					0.00					
4/22/2004	1403	21403					3					0.00					
9/24/2009	1403	0			1	10	3					0.00					
10/7/2009	1403	0				0	8					0.00					
10/28/2009	1403	0			1	10	8					0.00					
11/18/2009	1403	0				0	4					0.00					
11/24/2009	1403	0			1	10	5					0.00					
12/29/2009	1403	0			1	10	2					0.00					
1/13/2010	1403	0			1	10						0.00					
8/15/2002	1404	21404		"Food, clothing"	1		4					0.00					
8/27/2002	1405	21405			2		8					0.00					
7/31/2003	1405	21405					14					0.00					
11/24/2003	1405	21405			2							0.00					
11/26/2003	1405	21405					9					0.00					
4/22/2004	1405	21405			2		11					0.00					
11/12/2002	1406	21406			1		7					0.00					
12/17/2002	1406	21406			1							0.00					
1/27/2003	1406	21406		food	1							0.00					
3/6/2003	1406	21406			1		4					0.00					
7/15/2003	1406	21406			1		2					0.00					
8/27/2002	1407	21407			1		6					0.00					
11/4/2002	1407	21407			1		2					0.00					
2/25/2003	1407	21407			1							0.00					
6/18/2009	1407	0			2	15	11					0.00					
8/12/2009	1407	0			2	15	10					0.00					
7/3/2019	1407	0				0	4					0.00					
8/27/2002	1408	21408					4					0.00					
10/1/2002	1408	21408			3		25					0.00					
8/27/2002	1409	21409			1		9					0.00					
8/26/2002	1410	21410			4							0.00					
2/1/2011	1410	0			2	20	0					0.00					
4/24/2014	1410	0			2	20	6					0.00					
1/16/2017	1410	0			2	20	9					0.00					
8/15/2002	1411	21411		Clothing			12					0.00					
8/26/2002	1412	21412						12				0.00					
8/22/2002	1413	21413			2							0.00					
8/27/2002	1414	21414			4		5					0.00					
7/24/2001	1415	21415		Clothing	5												
6/11/2002	1415	21415		clothing	5												
8/12/2002	1415	21415		Clothing			31					0.00					
12/16/2003	1415	21415			5		14					0.00					
8/22/2002	1416	21416			6							0.00					
8/24/2004	1416	21416			6							0.00					
6/9/2008	1416	0			5	30						0.00					
8/2/2002	1417	21417		"$30.75 Bus Fare, one way, to Roanake Rapids"								30.75					
6/29/1999	1418	21418		clothes	2												
10/7/1999	1418	21418		clothes	2												
5/16/2000	1418	21418		clothes	2												
6/27/2000	1418	21418		clothes	2												
8/22/2000	1418	21418		clothes	2												
9/15/2000	1418	21418		c	22												
9/28/2000	1418	21418		clothes	2												
10/19/2000	1418	21418		clothes	2												
10/27/2000	1418	21418			2												
11/16/2000	1418	21418		clothes	2												
12/11/2000	1418	21418			2												
1/11/2001	1418	21418		clothes	2												
2/1/2001	1418	21418		clothes	2												
2/26/2001	1418	21418		clothes	2												
3/27/2001	1418	21418		clothes	2												
4/12/2001	1418	21418		clothes	2												
4/26/2001	1418	21418		clothes	2												
6/28/2001	1418	21418		clothes	2												
7/12/2001	1418	21418		clothes	2												
8/16/2001	1418	21418		clothes	2												
9/6/2001	1418	21418		clothes	2												
11/19/2001	1418	21418			2												
12/21/2001	1418	21418			2												
3/26/2002	1418	21418		clothes	0												
5/30/2002	1418	21418		"clothes, deoderant"	2												
8/9/2002	1418	21418			2							0.00					
8/26/2002	1418	21418			2							0.00					
8/29/2002	1418	21418			1		15					0.00					
9/12/2002	1418	21418			1					1		0.00					
9/24/2002	1418	21418					7					0.00					
10/24/2002	1418	21418			2							0.00					
12/17/2002	1418	21418			2							0.00					
1/16/2003	1418	21418		"food, clothes"	2		12					0.00					
2/6/2003	1418	21418			2							0.00					
2/24/2003	1418	21418			2							0.00					
3/13/2003	1418	21418			2		6					0.00					
4/15/2003	1418	21418		"clothes, food"	2		5					0.00					
4/28/2003	1418	21418			2							0.00					
5/15/2003	1418	21418			2							0.00					
6/17/2003	1418	21418			2		9					0.00					
7/15/2003	1418	21418			2							0.00					
9/15/2003	1418	21418			2							0.00					
9/16/2003	1418	21418					9					0.00					
10/15/2003	1418	21418			2		8					0.00					
11/18/2003	1418	21418			2		17					0.00					
12/16/2003	1418	21418					7					0.00					
1/22/2004	1418	21418		food; clothing; hygiene kit	2		6			1		0.00					
2/19/2004	1418	21418		food; cothes	2		20					0.00					
3/18/2004	1418	21418			2		5					0.00					
4/20/2004	1418	21418			2							0.00					
5/18/2004	1418	21418			2							0.00					
6/22/2004	1418	21418			2		5					0.00					
7/20/2004	1418	21418			3		10					0.00					
8/17/2004	1418	21418			3		8					0.00					
9/16/2004	1418	21418			2		4					0.00					
10/21/2004	1418	21418			2		10			1		0.00					
11/16/2004	1418	21418			2		5					0.00					
12/23/2004	1418	21418			2		14					0.00					
1/25/2005	1418	21418			2		3					0.00					
2/22/2005	1418	21418			2		3					0.00					
3/22/2005	1418	21418			2							0.00					
4/19/2005	1418	21418			2		10					0.00					
5/19/2005	1418	21418			2		3					0.00					
6/16/2005	1418	21418			2		5					0.00					
7/21/2005	1418	21418			2		10					0.00					
8/23/2005	1418	21418			2		8					0.00					
9/27/2005	1418	21418			2		14					0.00					
10/25/2005	1418	21418			2		17					0.00					
1/12/2006	1418	21418			2	15	2					0.00					
2/21/2006	1418	21418			2	15	7					0.00					
3/16/2006	1418	21418			2	15						0.00					
4/27/2006	1418	21418			2	15	7					0.00					
5/23/2006	1418	21418			2	15						0.00					
6/22/2006	1418	21418			2	15	7					0.00					
7/27/2006	1418	21418			2	15	11					0.00					
8/24/2006	1418	21418			2	15	32					0.00					
9/19/2006	1418	21418			2	15						0.00					
10/26/2006	1418	21418			2	15	7					0.00					
11/28/2006	1418	21418			3	20	28					0.00					
1/2/2007	1418	21418			2	15	27					0.00					
1/30/2007	1418	21418			2	15	10					0.00					
3/8/2007	1418	21418			2	15	7					0.00					
4/10/2007	1418	0			2	15	18					0.00					
5/10/2007	1418	0			2	15	18					0.00					
6/7/2007	1418	0			2	15	10					0.00					
7/17/2007	1418	0			2	15	21					0.00					
8/21/2007	1418	0			2	15						0.00					
9/25/2007	1418	0			2	15	10					0.00					
10/23/2007	1418	0			2	15	19					0.00					
11/20/2007	1418	0			2	15	10					0.00					
1/8/2008	1418	0			2	15	8					0.00					
2/14/2008	1418	0			2	15	13					0.00					
3/11/2008	1418	0			2	15	14					0.00					
4/15/2008	1418	0			2	15	1					0.00					
5/13/2008	1418	0			2	15	7					0.00					
6/17/2008	1418	0			2	15	18					0.00					
9/23/2008	1418	0			2	15	6	12		1		0.00					
12/2/2008	1418	0			4	25	5	12				0.00					
1/29/2009	1418	0			3	20	7	12				0.00					
3/24/2009	1418	0			3	20						0.00					
5/7/2009	1418	0			3	20	8					0.00					
7/7/2009	1418	0			3	20	4					0.00					
8/26/2009	1418	0			3	20	1					0.00					
9/17/2009	1418	0			3	20	4					0.00					
11/4/2009	1418	0				0	7					0.00					
12/8/2009	1418	0			3	20						0.00					
1/26/2010	1418	0			3	20						0.00					
3/18/2010	1418	0			3	20	6					0.00					
5/5/2010	1418	0			3	20	3					0.00					
6/17/2010	1418	0			3	20	10					0.00					
7/29/2010	1418	0			3	25						0.00					
10/20/2010	1418	0			3	25	6					0.00					
11/17/2010	1418	0			3	25	10					0.00					
12/21/2010	1418	0			3	25	0					0.00					
1/27/2011	1418	0			3	25						0.00					
3/1/2011	1418	0			3	25	4					0.00					
4/12/2011	1418	0			3	25						0.00					
5/17/2011	1418	0			3	25	0					0.00					
6/14/2011	1418	0			3	25						0.00					
7/11/2011	1418	0			3	25	3					0.00					
8/17/2011	1418	0			3	25	2					0.00					
11/30/2011	1418	0			3	25	5					0.00					
1/30/2012	1418	0			1	15	0					0.00					
8/13/2012	1418	0				0	0					0.00					
11/21/2012	1418	0			3	25	3					0.00					
10/14/2002	1419	21419			2							0.00					
