,EE Provider ID,EE UID,Client Unique ID,Client ID,Client Age at Entry,Client Age at Exit,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status
2291,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),859711,rfem05261952r163f432,385243,64.0,64.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2293,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),860129,abtf11231971a420b325,449670,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2294,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),860251,ceam08081979c642e152,287255,37.0,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2296,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),861033,nmom09051994n260m300,449769,22.0,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2297,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),861034,nmsf05021975n200m240,196740,41.0,41.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2298,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),861035,tlnf02121968t620l520,228541,49.0,49.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2302,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),861488,jsrm02051963j220s363,8104,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2304,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),861900,vwlm03021957v624w452,207506,59.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2305,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),861901,fpim06261948f652p200,449958,68.0,68.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2306,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),863776,gdmm12161991g436d552,450197,25.0,25.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
2309,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),863781,dadm07101966d640a536,275918,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2312,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),863784,adof02111977a516d526,450201,40.0,40.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2314,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),864484,cwim08301948c632w300,120580,68.0,68.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2316,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),864486,jbom05071966j520b652,450279,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2318,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),864492,jcom11111960j500c656,72612,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2320,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865011,jmcm02121948j200m245,447171,69.0,69.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2321,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865012,ctam07081981c623t620,430970,35.0,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2322,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865013,efef12201953e152f655,334496,63.0,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2323,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865014,obsf04261991o410b220,450354,25.0,25.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2325,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865496,tclm05021983t614c416,206862,33.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2326,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865497,rbom03051959r150b630,215248,57.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2327,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),865498,laim09221995l200a620,450442,21.0,21.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2334,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867011,rnlm12271964r000n400,430073,52.0,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2338,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867018,mmym12291969m420m563,397538,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2340,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867023,mpwm07191973m240p400,339258,43.0,43.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2345,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867598,jhgm08151971j600h200,450721,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2346,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867599,tcum12031962t530c651,450720,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2348,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867601,tmem10201992t451m220,450717,24.0,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2350,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867603,bhlm07051953b620h426,450719,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2352,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867605,kbrf01301990k623b630,450722,27.0,27.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2353,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867606,tref08201987t520r500,386678,29.0,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2354,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867607,bsgf10291964b616s255,443930,52.0,52.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2355,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867608,rwlf06041962r250w452,450723,54.0,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2356,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867641,tcmm12141964t520c516,450718,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2357,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),867642,kslm04021983k530s415,265379,33.0,33.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2364,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),868159,aeem02061965a452e400,143273,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2375,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),872628,dsim09181968d543s530,113217,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2379,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),872632,cmom04251974c620m600,178161,42.0,42.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2380,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),872633,tpim11121978t650p652,451207,38.0,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2386,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873148,mwam03151972m240w160,229312,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2388,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873150,brlm05171966b460r450,184846,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2394,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873157,iwim05191965i254w623,208057,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2400,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873166,sdsf12171969s630d200,451491,47.0,47.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2401,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873172,cbef04171978c623b660,175165,38.0,38.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2405,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873647,dsom12241996d362s350,451676,20.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2406,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873648,awtf02121956a524w325,407414,61.0,61.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2407,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),873650,lhrf02191991l350h635,227895,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2408,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874085,rrbm04251956r150r163,451797,60.0,60.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2409,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874086,krbm04121966k530r163,451796,50.0,50.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2411,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874092,cwtm12291964c462w362,224220,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2412,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874612,whym12211959w300h630,335270,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2413,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874613,tsim05171970t360s532,451900,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2415,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874615,kgsm03191986k300g252,451902,31.0,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2416,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),874616,mpnm11271971m600p500,451901,45.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2422,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),876045,grom06301990g620r320,452111,26.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2428,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),876528,ccom05291975c623c200,452192,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2432,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),876932,swlm03131968s315w452,452193,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2435,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),877299,drof11191967d420r300,451176,49.0,49.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2436,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),877301,kdaf08281989k536d625,450898,27.0,27.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2441,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878145,dkmm07311970d540k562,340028,46.0,46.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2442,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878146,jjmm01151976j210j520,409921,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2444,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878521,amgf11191992a535m200,452582,24.0,24.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2446,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878523,jmcm03061971j520m232,357475,46.0,46.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2449,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878527,tfof10121983t650f465,452580,33.0,33.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2450,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878528,kknf04041966k516k520,452581,50.0,51.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2451,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878529,snwf07311981s645n165,311126,35.0,35.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2453,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878888,ebom04201959e363b453,169777,57.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2454,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),878890,nsim02061963n354s530,193575,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2459,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),880107,vbom09131967v525b650,452931,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2460,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),880108,bcam11291965b650c435,452928,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2461,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),880112,wosm07301987w450o425,452932,29.0,29.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2462,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),880114,rjcm09091961r410j250,452930,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2464,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),880116,deam11071989d552e152,452929,27.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2469,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),881388,pdnm11261975p410d500,453206,41.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2470,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),881389,bvum10261993b653v250,453205,23.0,23.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2471,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),881390,lbim02051956l560b623,453208,61.0,61.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2472,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),881391,edfm08151959e363d100,453207,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2473,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),881392,jmlm04211942j500m415,120098,74.0,75.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2477,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),881396,nhrf01171985n240h655,453202,32.0,32.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2487,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),882511,fw'm11161958f300w400,218489,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2491,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),883260,thrm05271953t520h620,169426,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2493,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),883511,aclm02201987a350c450,341409,30.0,30.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2494,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),883513,rbmm01231970r260b512,453690,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2497,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),883833,dcam09161974d130c620,344331,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2498,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),883839,mlmf08211961m600l565,453760,55.0,55.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2499,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),884921,nhlm06101998n242h455,454008,18.0,18.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2502,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),885198,dcim09221964d450c413,192790,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2507,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),885207,vbyf10211964v652b300,404868,52.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2514,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),885796,cbom08091962c625b650,453204,54.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2524,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),885810,thff01251977t560h100,397720,40.0,40.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2526,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),885812,lprm10171974l600p636,454320,42.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2529,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),886545,sbom03091971s540b650,157125,46.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2530,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),886546,jwlf07081996j400w426,454491,20.0,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2536,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),886919,jcim01151950j520c500,451680,67.0,67.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2542,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),887168,jadm06011969j210a536,133728,47.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2545,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),887450,llwm07021972l563l200,454737,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2547,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),887455,jhum07111973j520h235,171770,43.0,43.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2548,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),887456,lrif10241965l200r500,454736,51.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2549,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),887752,jbrm02041986j535b654,443138,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2552,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888419,vbof02271966v236b620,157427,51.0,51.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2554,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888422,ebsm04011963e652b235,185850,54.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2556,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888424,jvzm08291980j250v220,455002,36.0,36.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
2557,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888429,ecrm03061967e300c642,281041,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2559,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888456,zgim06111993z260g520,394826,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2560,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888734,smcm01151985s315m246,455112,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2561,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888735,bfam09031985b653f626,270571,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2564,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888739,pfsf04261958p624f236,110903,59.0,59.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2565,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888899,phrm04041959p410h653,171340,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2566,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),888963,kakm01081960k300a325,441891,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2567,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),889065,drem11141976d600r300,455181,40.0,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2568,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),889066,crcf03041966c640r263,447760,51.0,51.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2571,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),889180,gwgm11041979g655w252,452667,37.0,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2572,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),889263,dabf08091951d500a140,455254,65.0,66.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2574,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),890378,tpim08141972t530p620,222747,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2577,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891238,manm06081956m615a150,455775,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2578,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891239,jcxm12061994j520c200,454481,22.0,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2579,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891240,abam01071952a535b440,214111,65.0,65.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2580,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891241,hhlm11201963h600h420,455776,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2581,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891243,cbom12141967c632b650,338653,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2582,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891244,ewlm12081995e650w435,455774,21.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2587,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891641,jmrm02151960j520m610,376327,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2588,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),891642,mpam12041982m420p625,455876,34.0,34.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2599,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),893944,lgof11261964l530g350,456554,52.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2601,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),894311,jmcm03081967j520m266,444293,50.0,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2602,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),894312,arom03071965a654r200,456628,52.0,52.0,Male,Data not collected (HUD),Hispanic/Latino (HUD),No (HUD)
2605,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),894597,amlm07151981a535m243,364437,35.0,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2612,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),896143,gsam05051970g626s335,186698,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2617,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),896493,satf06291939s400a535,457200,77.0,77.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2621,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),896768,hhyf08161974h360h200,457295,42.0,42.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2622,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),897052,cwom09041983c623w350,457390,33.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2623,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),897053,ssim08081976s500s352,457391,40.0,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2624,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),897055,ambm05101976a350m150,457072,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2625,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),897056,vtyf07011960v520t460,200622,56.0,57.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2626,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),897152,dhrf04291960d630h655,457430,57.0,57.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2627,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),897386,dram09231958d230r120,82223,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
